repetitions,iteration,discountfactor,startmove,response,threshhold,zero,negone,gpucbscore,simplescore
1000,-1,0.99,0.0,-0.309,0.707,0,0,1.2501853188145489,1.2383283208677667
1000,-1,0.99,0.0,-0.156,0.707,0,0,1.2638440713722587,1.2613507519926401
1000,-1,0.99,0.0,0.0,0.707,0,0,1.258779821247958,1.2617610206618939
1000,-1,0.99,0.0,0.156,0.707,0,0,1.300144445744257,1.3040301443181905
1000,-1,0.99,0.0,0.309,0.707,0,0,1.2946619710580647,1.2769762858759384
1000,-1,0.99,0.0,0.454,0.707,0,0,1.0883317520808478,1.0957135285576436
1000,-1,0.99,0.0,0.588,0.707,0,0,1.323502355669028,1.3229662193418392
1000,-1,0.99,0.0,0.707,0.707,0,0,1.302457092415021,1.3296536036073199
1000,-1,0.99,0.0,0.809,0.707,0,0,1.267642195450717,1.3037477940007947
1000,-1,0.99,0.0,0.891,0.707,0,0,1.2106472772968668,1.2110210752961612
1000,-1,0.99,0.0,0.951,0.707,0,0,1.3026035823078015,1.2899346280498856
1000,-1,0.99,0.0,0.988,0.707,0,0,1.2822826850492115,1.3120311299804612
1000,-1,0.99,0.0,1.0,0.707,0,0,1.2482482017937808,1.2300174844871283
1000,-1,0.99,0.156,-1.0,0.707,0,0,1.1491654637421143,1.1698789477423206
1000,-1,0.99,0.156,-0.988,0.707,0,0,1.1894648271465047,1.1544096001703774
1000,-1,0.99,0.156,-0.951,0.707,0,0,1.1571240796781537,1.1265366133414907
1000,-1,0.99,0.156,-0.891,0.707,0,0,1.1332551520107759,1.1379075702814176
1000,-1,0.99,0.156,-0.809,0.707,0,0,1.1894325368939251,1.1761337583598552
1000,-1,0.99,0.156,-0.707,0.707,0,0,1.1814661956349035,1.19867027445372
1000,-1,0.99,0.156,-0.588,0.707,0,0,1.1502195906717607,1.1473886506833668
1000,-1,0.99,0.156,-0.454,0.707,0,0,1.194538573228918,1.1871417280383094
1000,-1,0.99,0.156,-0.309,0.707,0,0,1.1654377819780724,1.1432049055215392
1000,-1,0.99,0.156,-0.156,0.707,0,0,1.1474015443801022,1.107279573791783
1000,-1,0.99,0.156,0.0,0.707,0,0,1.327649070680199,1.3290982722024745
1000,-1,0.99,0.156,0.156,0.707,0,0,1.3085048195842062,1.3116692803593744
1000,-1,0.99,0.156,0.309,0.707,0,0,1.3045632478696045,1.3050974463226077
1000,-1,0.99,0.156,0.454,0.707,0,0,1.3115865207959974,1.3029391508910135
1000,-1,0.99,0.156,0.588,0.707,0,0,1.2925937363939617,1.2834308839288784
1000,-1,0.99,0.156,0.707,0.707,0,0,1.2924699111706426,1.3039816481991222
1000,-1,0.99,0.156,0.809,0.707,0,0,1.3085819425724243,1.326582917311556
1000,-1,0.99,0.156,0.891,0.707,0,0,1.2911878476925631,1.3186882924693866
1000,-1,0.99,0.156,0.951,0.707,0,0,1.275972610001042,1.2911613574562035
1000,-1,0.99,0.156,0.988,0.707,0,0,1.343346917061633,1.3357700203392282
1000,-1,0.99,0.156,1.0,0.707,0,0,1.2919850507427377,1.2940226020032313
1000,-1,0.99,0.309,-1.0,0.707,0,0,1.1543965605133744,1.1351920801541167
1000,-1,0.99,0.309,-0.988,0.707,0,0,1.1752344008674465,1.1305715339996303
1000,-1,0.99,0.309,-0.951,0.707,0,0,1.154484430285013,1.1214989979851007
1000,-1,0.99,0.309,-0.891,0.707,0,0,1.141367945678571,1.1354068958722916
1000,-1,0.99,0.309,-0.809,0.707,0,0,1.1261622870856458,1.163708188869367
1000,-1,0.99,0.309,-0.707,0.707,0,0,1.1799950264674635,1.141083692076609
1000,-1,0.99,0.309,-0.588,0.707,0,0,1.1177500390053257,1.0943629543462006
1000,-1,0.99,0.309,-0.454,0.707,0,0,1.171744278160108,1.1492575813420924
1000,-1,0.99,0.309,-0.309,0.707,0,0,1.2045450778373819,1.2056135094799456
1000,-1,0.99,0.309,-0.156,0.707,0,0,1.109035162623661,1.094383087515278
1000,-1,0.99,0.309,0.0,0.707,0,0,1.1848891948257796,1.2148821917688466
1000,-1,0.99,0.309,0.156,0.707,0,0,1.2424410798655956,1.256894507537839
1000,-1,0.99,0.309,0.309,0.707,0,0,1.298480603540568,1.320219575134603
1000,-1,0.99,0.309,0.454,0.707,0,0,1.3049698452790142,1.30683215341939
1000,-1,0.99,0.309,0.588,0.707,0,0,1.3200214789710816,1.3064363243557222
1000,-1,0.99,0.309,0.707,0.707,0,0,1.2942869920421873,1.3044555698145726
1000,-1,0.99,0.309,0.809,0.707,0,0,1.2884306257323648,1.3262793520939096
1000,-1,0.99,0.309,0.891,0.707,0,0,1.2783986652541144,1.2931802900147746
1000,-1,0.99,0.309,0.951,0.707,0,0,1.3044231373714863,1.3012326816978228
1000,-1,0.99,0.309,0.988,0.707,0,0,1.2954772993360082,1.3024350054177865
1000,-1,0.99,0.309,1.0,0.707,0,0,1.292646673940464,1.3105558180942904
1000,-1,0.99,0.454,-1.0,0.707,0,0,1.1428105171121834,1.2151725094064771
1000,-1,0.99,0.454,-0.988,0.707,0,0,1.1240945356225345,1.140473275971216
1000,-1,0.99,0.454,-0.951,0.707,0,0,1.1450007017581083,1.1325207184724921
1000,-1,0.99,0.454,-0.891,0.707,0,0,1.1069792606510622,1.098610567995483
1000,-1,0.99,0.454,-0.809,0.707,0,0,1.156945030553463,1.1064637711276686
1000,-1,0.99,0.454,-0.707,0.707,0,0,1.082158163509358,1.0978194147271325
1000,-1,0.99,0.454,-0.588,0.707,0,0,1.1818990271294487,1.166224764844901
1000,-1,0.99,0.454,-0.454,0.707,0,0,1.1075914547580374,1.172014073555472
1000,-1,0.99,0.454,-0.309,0.707,0,0,1.1773270163953127,1.179421020184087
1000,-1,0.99,0.454,-0.156,0.707,0,0,1.1352857468442883,1.1574347253384514
1000,-1,0.99,0.454,0.0,0.707,0,0,1.200774433603027,1.197605412785379
1000,-1,0.99,0.454,0.156,0.707,0,0,1.196602794170946,1.214253807196828
1000,-1,0.99,0.454,0.309,0.707,0,0,1.2341787663208337,1.2663123835081338
1000,-1,0.99,0.454,0.454,0.707,0,0,1.3113530451569604,1.3030420135924103
1000,-1,0.99,0.454,0.588,0.707,0,0,1.3335197246391879,1.3311565349120078
1000,-1,0.99,0.454,0.707,0.707,0,0,1.3186265508516355,1.3299407207317067
1000,-1,0.99,0.454,0.809,0.707,0,0,1.3120592027360027,1.3385506598965438
1000,-1,0.99,0.454,0.891,0.707,0,0,1.3163911684032115,1.3482872559330716
1000,-1,0.99,0.454,0.951,0.707,0,0,1.3191837118477396,1.319550922598936
1000,-1,0.99,0.454,0.988,0.707,0,0,1.3150087325341633,1.3114868603971916
1000,-1,0.99,0.454,1.0,0.707,0,0,1.2988545145257855,1.322767649183302
1000,-1,0.99,0.588,-1.0,0.707,0,0,1.0936550282465012,1.1316640504998214
1000,-1,0.99,0.588,-0.988,0.707,0,0,1.0874109583633509,1.138234940625918
1000,-1,0.99,0.588,-0.951,0.707,0,0,1.1124009815483786,1.1611737777084257
1000,-1,0.99,0.588,-0.891,0.707,0,0,1.1695941903582545,1.213502321287837
1000,-1,0.99,0.588,-0.809,0.707,0,0,1.0984398335149765,1.146708280342533
1000,-1,0.99,0.588,-0.707,0.707,0,0,1.0872755658054964,1.0594885071429132
1000,-1,0.99,0.588,-0.588,0.707,0,0,1.140218767393657,1.1702170422634663
1000,-1,0.99,0.588,-0.454,0.707,0,0,1.1566296972520473,1.1523477830161457
1000,-1,0.99,0.588,-0.309,0.707,0,0,1.1671322523627439,1.2149885941594205
1000,-1,0.99,0.588,-0.156,0.707,0,0,1.140573030986098,1.2097336331171575
1000,-1,0.99,0.588,0.0,0.707,0,0,1.1566731300483284,1.159251991274596
1000,-1,0.99,0.588,0.156,0.707,0,0,1.2170561672444906,1.2435963587497927
1000,-1,0.99,0.588,0.309,0.707,0,0,1.1881504109553978,1.2376368177783472
1000,-1,0.99,0.588,0.454,0.707,0,0,1.2419505664542507,1.259804252711469
1000,-1,0.99,0.588,0.588,0.707,0,0,1.3075529519708544,1.326803511346838
1000,-1,0.99,0.588,0.707,0.707,0,0,1.338668563439643,1.3322824013513095
1000,-1,0.99,0.588,0.809,0.707,0,0,1.3418632205961527,1.329075188183158
1000,-1,0.99,0.588,0.891,0.707,0,0,1.3513661197187636,1.351064652551799
1000,-1,0.99,0.588,0.951,0.707,0,0,1.3012715694925392,1.2772314741480733
1000,-1,0.99,0.588,0.988,0.707,0,0,1.3513768679018627,1.3599081730443516
1000,-1,0.99,0.588,1.0,0.707,0,0,1.3503521258274342,1.3507373381667709
1000,-1,0.99,0.707,-1.0,0.707,0,0,1.2372472252150934,1.2795534634644234
1000,-1,0.99,0.707,-0.988,0.707,0,0,1.1058761901223766,1.2266179757756077
1000,-1,0.99,0.707,-0.951,0.707,0,0,1.1612673428870193,1.1775597641416768
1000,-1,0.99,0.707,-0.891,0.707,0,0,1.1531529958241042,1.221176996269861
1000,-1,0.99,0.707,-0.809,0.707,0,0,1.1264317443291294,1.156133941381237
1000,-1,0.99,0.707,-0.707,0.707,0,0,1.1730063672841313,1.1653674869745578
1000,-1,0.99,0.707,-0.588,0.707,0,0,1.150779855662675,1.1636831624564588
1000,-1,0.99,0.707,-0.454,0.707,0,0,1.1683651455517368,1.1961236102383594
1000,-1,0.99,0.707,-0.309,0.707,0,0,1.177759510198296,1.1725941319140532
1000,-1,0.99,0.707,-0.156,0.707,0,0,1.1810648050253432,1.1406824398691877
1000,-1,0.99,0.707,0.0,0.707,0,0,1.2094061142939188,1.1946930708580128
1000,-1,0.99,0.707,0.156,0.707,0,0,1.27947120809503,1.2795480084130355
1000,-1,0.99,0.707,0.309,0.707,0,0,1.271565535080411,1.2558662253366883
1000,-1,0.99,0.707,0.454,0.707,0,0,1.2765562959715215,1.2558843289609358
1000,-1,0.99,0.707,0.588,0.707,0,0,1.308537273458448,1.3058809008431047
1000,-1,0.99,0.707,0.707,0.707,0,0,1.3160420456810953,1.3241470531283481
1000,-1,0.99,0.707,0.809,0.707,0,0,1.3069611690188598,1.3283374417543377
1000,-1,0.99,0.707,0.891,0.707,0,0,1.322846183125522,1.307330531239173
1000,-1,0.99,0.707,0.951,0.707,0,0,1.3347936827401183,1.3212785476129534
1000,-1,0.99,0.707,0.988,0.707,0,0,1.3399542933218822,1.3259478838186005
1000,-1,0.99,0.707,1.0,0.707,0,0,1.3306956207313303,1.3356542381477667
1000,-1,0.99,0.809,-1.0,0.707,0,0,1.1629143267651685,1.1296028334193502
1000,-1,0.99,0.809,-0.988,0.707,0,0,1.195153704266603,1.1759447550182656
1000,-1,0.99,0.809,-0.951,0.707,0,0,1.1567513791252915,1.1432472143394643
1000,-1,0.99,0.809,-0.891,0.707,0,0,1.1130942164472173,1.0851500033621937
1000,-1,0.99,0.809,-0.809,0.707,0,0,1.1936101257157317,1.1728385878990193
1000,-1,0.99,0.809,-0.707,0.707,0,0,1.1608833940659737,1.1886426148863316
1000,-1,0.99,0.809,-0.588,0.707,0,0,1.2015605930400362,1.1910254646384537
1000,-1,0.99,0.809,-0.454,0.707,0,0,1.1782084406233395,1.141274170702205
1000,-1,0.99,0.809,-0.309,0.707,0,0,1.2106980994076848,1.1955468054896534
1000,-1,0.99,0.809,-0.156,0.707,0,0,1.1768219416053027,1.1699845590603504
1000,-1,0.99,0.809,0.0,0.707,0,0,1.2153812179795511,1.1866218369350048
1000,-1,0.99,0.809,0.156,0.707,0,0,1.25584653797302,1.2349993303998499
1000,-1,0.99,0.809,0.309,0.707,0,0,1.2892467016916738,1.2875398705592134
1000,-1,0.99,0.809,0.454,0.707,0,0,1.3108091060026843,1.3167224639599167
1000,-1,0.99,0.809,0.588,0.707,0,0,1.3115535865562806,1.3080076620231427
1000,-1,0.99,0.809,0.707,0.707,0,0,1.2836182338244564,1.288071382641587
1000,-1,0.99,0.809,0.809,0.707,0,0,1.3171321769771633,1.3241509341776028
1000,-1,0.99,0.809,0.891,0.707,0,0,1.3225476543659032,1.3238601760171607
1000,-1,0.99,0.809,0.951,0.707,0,0,1.316057587269337,1.3207504699910548
1000,-1,0.99,0.809,0.988,0.707,0,0,1.3338502010321853,1.3174299665196139
1000,-1,0.99,0.809,1.0,0.707,0,0,1.3300126112961315,1.3524240228162314
1000,-1,0.99,0.891,-1.0,0.707,0,0,1.1527835698864606,1.1488532845462738
1000,-1,0.99,0.891,-0.988,0.707,0,0,1.1170566894088703,1.151277932421072
1000,-1,0.99,0.891,-0.951,0.707,0,0,1.2358221550242339,1.2147148249061652
1000,-1,0.99,0.891,-0.891,0.707,0,0,1.1656817336344154,1.174932643312813
1000,-1,0.99,0.891,-0.809,0.707,0,0,1.166070795156823,1.1549595752816484
1000,-1,0.99,0.891,-0.707,0.707,0,0,1.2046805618614411,1.1896416950782194
1000,-1,0.99,0.891,-0.588,0.707,0,0,1.20265331798841,1.2041983048952185
1000,-1,0.99,0.891,-0.454,0.707,0,0,1.2005487623395192,1.1836052821767429
1000,-1,0.99,0.891,-0.309,0.707,0,0,1.2141738850874004,1.2043844836372082
1000,-1,0.99,0.891,-0.156,0.707,0,0,1.2137029113205693,1.2120269556636265
1000,-1,0.99,0.891,0.0,0.707,0,0,1.2248414784256172,1.220715385901384
1000,-1,0.99,0.891,0.156,0.707,0,0,1.2668338794742537,1.2699353071850403
1000,-1,0.99,0.891,0.309,0.707,0,0,1.3265166670129835,1.317843773371143
1000,-1,0.99,0.891,0.454,0.707,0,0,1.305918648870336,1.3090702056562946
1000,-1,0.99,0.891,0.588,0.707,0,0,1.299283479658127,1.3130883673389893
1000,-1,0.99,0.891,0.707,0.707,0,0,1.3203749996487746,1.3310818532526678
1000,-1,0.99,0.891,0.809,0.707,0,0,1.2966834743819324,1.2779404990510916
1000,-1,0.99,0.891,0.891,0.707,0,0,1.3139456464780028,1.3293309316420203
1000,-1,0.99,0.891,0.951,0.707,0,0,1.3271544491640006,1.3277246826294105
1000,-1,0.99,0.891,0.988,0.707,0,0,1.3156963015691385,1.322521572030184
1000,-1,0.99,0.891,1.0,0.707,0,0,1.3422344385438614,1.3358394953684425
1000,-1,0.99,0.951,-1.0,0.707,0,0,1.26233071767966,1.2528555207776086
1000,-1,0.99,0.951,-0.988,0.707,0,0,1.1403335297521615,1.12404830312367
1000,-1,0.99,0.951,-0.951,0.707,0,0,1.2126542978428987,1.217013893601588
1000,-1,0.99,0.951,-0.891,0.707,0,0,1.2017391137598532,1.1944767914630305
1000,-1,0.99,0.951,-0.809,0.707,0,0,1.192238627201573,1.1893358520594302
1000,-1,0.99,0.951,-0.707,0.707,0,0,1.203076650483482,1.1996497336335081
1000,-1,0.99,0.951,-0.588,0.707,0,0,1.204737503226673,1.1897149640940252
1000,-1,0.99,0.951,-0.454,0.707,0,0,1.1911054226366216,1.198167073946135
1000,-1,0.99,0.951,-0.309,0.707,0,0,1.1989226917005549,1.1697541393404387
1000,-1,0.99,0.951,-0.156,0.707,0,0,1.2350729682925596,1.227977260597611
1000,-1,0.99,0.951,0.0,0.707,0,0,1.2342778763000384,1.241500030896622
1000,-1,0.99,0.951,0.156,0.707,0,0,1.255012372278216,1.2424758488977716
1000,-1,0.99,0.951,0.309,0.707,0,0,1.316574047836949,1.3082686921206097
1000,-1,0.99,0.951,0.454,0.707,0,0,1.3299484300325939,1.3261184024924941
1000,-1,0.99,0.951,0.588,0.707,0,0,1.3134525826515944,1.2971687236153302
1000,-1,0.99,0.951,0.707,0.707,0,0,1.2768888218037797,1.3045171492923253
1000,-1,0.99,0.951,0.809,0.707,0,0,1.3173396326712201,1.315582507172991
1000,-1,0.99,0.951,0.891,0.707,0,0,1.3133901497319114,1.3131513874790044
1000,-1,0.99,0.951,0.951,0.707,0,0,1.3033712954002314,1.3051534539588987
1000,-1,0.99,0.951,0.988,0.707,0,0,1.3093561116424162,1.320771942861875
1000,-1,0.99,0.951,1.0,0.707,0,0,1.3369850082568107,1.3501087851790876
1000,-1,0.99,0.988,-1.0,0.707,0,0,1.167045601518129,1.159689578513654
1000,-1,0.99,0.988,-0.988,0.707,0,0,1.2184324050150883,1.1992185545928296
1000,-1,0.99,0.988,-0.951,0.707,0,0,1.228243005740855,1.2237353881215693
1000,-1,0.99,0.988,-0.891,0.707,0,0,1.19676913421624,1.1910254202145876
1000,-1,0.99,0.988,-0.809,0.707,0,0,1.2363134163221228,1.23367175172516
1000,-1,0.99,0.988,-0.707,0.707,0,0,1.2263045015718157,1.2253029788179581
1000,-1,0.99,0.988,-0.588,0.707,0,0,1.214328464782579,1.2024084855334338
1000,-1,0.99,0.988,-0.454,0.707,0,0,1.210056542324823,1.2098170074276726
1000,-1,0.99,0.988,-0.309,0.707,0,0,1.2291911630829901,1.211195792608581
1000,-1,0.99,0.988,-0.156,0.707,0,0,1.2112306459859155,1.187914339998676
1000,-1,0.99,0.988,0.0,0.707,0,0,1.2005372704539572,1.191281752526229
1000,-1,0.99,0.988,0.156,0.707,0,0,1.2458633296286348,1.2330231047344131
1000,-1,0.99,0.988,0.309,0.707,0,0,1.318278775605673,1.3245956282847133
1000,-1,0.99,0.988,0.454,0.707,0,0,1.292089845180534,1.2884207695625591
1000,-1,0.99,0.988,0.588,0.707,0,0,1.3123655664806562,1.3235521645761004
1000,-1,0.99,0.988,0.707,0.707,0,0,1.2859901428284841,1.2895695530911726
1000,-1,0.99,0.988,0.809,0.707,0,0,1.3217131218552467,1.3333705973246186
1000,-1,0.99,0.988,0.891,0.707,0,0,1.3303451528524446,1.3365827773444627
1000,-1,0.99,0.988,0.951,0.707,0,0,1.308229906256163,1.3241517726162093
1000,-1,0.99,0.988,0.988,0.707,0,0,1.3125937085659056,1.3316366394998438
1000,-1,0.99,0.988,1.0,0.707,0,0,1.3375392967920432,1.3541946229313728
1000,-1,0.99,1.0,-1.0,0.707,0,0,1.21762376390875,1.2029663421123689
1000,-1,0.99,1.0,-0.988,0.707,0,0,1.2318865714489913,1.2264574240754058
1000,-1,0.99,1.0,-0.951,0.707,0,0,1.1993486468089996,1.1775244316772426
1000,-1,0.99,1.0,-0.891,0.707,0,0,1.2086385892785245,1.2032030690916988
1000,-1,0.99,1.0,-0.809,0.707,0,0,1.1999152408315408,1.2068745975856607
1000,-1,0.99,1.0,-0.707,0.707,0,0,1.1870056619060727,1.1717873518109398
1000,-1,0.99,1.0,-0.588,0.707,0,0,1.2365958785238493,1.2456705428087713
1000,-1,0.99,1.0,-0.454,0.707,0,0,1.250056189909839,1.2350593896380408
1000,-1,0.99,1.0,-0.309,0.707,0,0,1.231619078855459,1.21294919574993
1000,-1,0.99,1.0,-0.156,0.707,0,0,1.2103057833242938,1.1937336035447195
1000,-1,0.99,1.0,0.0,0.707,0,0,1.2012490026707243,1.1926195785650588
1000,-1,0.99,1.0,0.156,0.707,0,0,1.304616056516864,1.3337627189274592
1000,-1,0.99,1.0,0.309,0.707,0,0,1.2965298870484152,1.2981720710430253
1000,-1,0.99,1.0,0.454,0.707,0,0,1.31513087124313,1.315825915748218
1000,-1,0.99,1.0,0.588,0.707,0,0,1.3232392463846863,1.3384172983740599
1000,-1,0.99,1.0,0.707,0.707,0,0,1.2972833679976261,1.3455686624546728
1000,-1,0.99,1.0,0.809,0.707,0,0,1.3231171967025768,1.3296637219855139
1000,-1,0.99,1.0,0.891,0.707,0,0,1.3528290634509124,1.355715630336006
1000,-1,0.99,1.0,0.951,0.707,0,0,1.332099565420366,1.3456209950927436
1000,-1,0.99,1.0,0.988,0.707,0,0,1.3261870664305055,1.3391652058876182
1000,-1,0.99,1.0,1.0,0.707,0,0,1.3357727025163537,1.359793969029306
